Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,SerialNo,BillDate,DueDate,BillAmount,ACDAmount,Amount,act
Package-B,Nalgonda,Suryapet,Thungathurthi,GOTTIPARTHY,GP,208168,113369202,4220301413,05-09-2022,19-09-2022,1683,0,1683,1683
Package-B,Nalgonda,Suryapet,Thungathurthi,VEMPATI,GP,208181,113014991,4221001906,05-09-2022,19-09-2022,2976,1130,2976,1846
Package-B,Nalgonda,Suryapet,Thungathurthi,ANNARAM,GP,208165,112977041,4221901885,04-09-2022,18-09-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Thungathurthi,MANAPOOR,GP,208172,113144375,4220400415,03-09-2022,17-09-2022,2284,616,2284,1668
Package-B,Nalgonda,Suryapet,Thungathurthi,RAVULAPALLY,GP,208175,113015002,4221200917,03-09-2022,17-09-2022,1407,1214,1407,193
Package-B,Nalgonda,Suryapet,Thungathurthi,THUNGATHURTHY,GP,208178,112977022,4220103535,05-09-2022,19-09-2022,2560,752,2560,1808
Package-B,Nalgonda,Suryapet,Thungathurthi,DEVUNIGUTTA THANDA,GP,279606,113014993,4221001908,06-09-2022,20-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Nemilla,GP,208040,113026740,4570801295,04-09-2022,18-09-2022,946,530,946,416
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Doodivenkatapur,GP,208035,113026770,4571400792,03-09-2022,17-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Somaram,GP,208048,113026738,4570700815,05-09-2022,19-09-2022,1942,702,1942,1240
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Laxmakkapally,GP,281003,112928107,4571500264,05-09-2022,19-09-2022,1340,112,1340,1228
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Basanthapur,GP,208030,113026766,4571300272,04-09-2022,18-09-2022,1782,564,1782,1218
Package-B,Nalgonda,Yadadri Bhuvanagiri,Rajapet,Kalwapally,GP,208037,113026773,4571600445,04-09-2022,18-09-2022,1537,548,1537,989
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,GATTU SINGARAM,GP,207736,112890377,4600600705,06-09-2022,20-09-2022,1799,1600,1799,199
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,MANYAKUNTA,GP,207743,112978244,4603000264,05-09-2022,19-09-2022,2898,1096,2898,1802
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,KANCHANPALLY,GP,207739,112890392,4601400737,04-09-2022,18-09-2022,3078,1520,3078,1558
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,CHOULLA RAMARAM,GP,207731,112978232,4601700743,02-09-2022,16-09-2022,3601,564,3601,3037
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,CHINNAPADISHALA,GP,207729,112978229,4601600594,03-09-2022,17-09-2022,2689,1322,2689,1367
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,JANAKIPUR,GP,207738,112978228,4601500561,02-09-2022,16-09-2022,6020,838,6020,5182
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,KOTAMARTHY,GP,207741,112890396,4602101252,06-09-2022,20-09-2022,3411,1502,3411,1909
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,GOVINDAPUR,GP,207737,112890378,4600700245,04-09-2022,18-09-2022,1304,1112,1304,192
Package-B,Nalgonda,Yadadri Bhuvanagiri,Addaguduru,ADDAGUDURUR,GP,207724,112890424,5600801358,05-09-2022,19-09-2022,6624,1402,6624,5222
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Palle Phad,GP,207626,113137280,4521601358,04-09-2022,18-09-2022,2124,512,2124,1612
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Chinna Laxmapur,GP,207611,112979115,4521800539,03-09-2022,17-09-2022,3300,822,3300,2478
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,KANCHALTHANDA,GP,207244,112965210,4532800295,06-09-2022,20-09-2022,2141,112,2141,2029
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,BOINPALLY,GP,207239,112965208,4532400245,04-09-2022,18-09-2022,2466,444,2466,2022
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,THIMMAPUR,GP,207259,112965204,4532100914,03-09-2022,17-09-2022,705,98,705,607
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Nagai Pally,GP,207625,112979121,4522000465,05-09-2022,19-09-2022,1528,0,1528,1528
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Gopalpur,GP,207616,112979119,4521900523,04-09-2022,18-09-2022,1386,0,1386,1386
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Vasalamarri,GP,207630,112979086,4520601125,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Thirumalapur,GP,207629,112979082,4520300588,04-09-2022,18-09-2022,877,444,877,433
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Ibhrahimpur,GP,207617,113021147,4521100659,04-09-2022,18-09-2022,2131,786,2131,1345
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Dattaipally,GP,207612,113021148,4521200802,04-09-2022,18-09-2022,2141,616,2141,1525
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Velupupally,GP,207632,113021154,4521400417,05-09-2022,19-09-2022,2345,0,2345,2345
Package-B,Nalgonda,Yadadri Bhuvanagiri,M.Turkapally,Dayyambandathanda,GP,281177,113021158,4523000051,05-09-2022,19-09-2022,530,126,530,404
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,AMBALA,GP,207454,112942021,4581700779,06-09-2022,20-09-2022,2014,838,2014,1176
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,BURJUBAAVI,GP,281766,112942009,4580801119,03-09-2022,17-09-2022,2466,394,2466,2072
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,KOMMAIPALLY,GP,207460,112942026,4582100417,03-09-2022,17-09-2022,2651,1382,2651,1269
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,VELMAJALA,GP,207473,112942012,4580801120,04-09-2022,18-09-2022,2605,668,2605,1937
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,MARRIPADAGA,GP,207461,112977985,4580900725,04-09-2022,18-09-2022,440,0,440,440
Package-B,Nalgonda,Yadadri Bhuvanagiri,Gundala,GANGAPUR,GP,207458,112977977,4580200439,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),MORIPIRALA,GP,207145,113055700,4620100817,03-09-2022,17-09-2022,2002,394,2002,1608
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),SINGARAM,GP,207154,113055715,4622400472,05-09-2022,19-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),CHAMAPUR,GP,207135,113064977,4622700261,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),POTHIREDDYPALLY,GP,207148,112978476,4620800352,04-09-2022,18-09-2022,1196,0,1196,1196
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),ATHMAKUR,GP,207133,112942970,4621102832,04-09-2022,18-09-2022,1911,0,1911,1911
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),UPPALAPHAD,GP,207158,113055717,4623300216,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),T REPAKA,GP,207155,113055716,4623100275,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),KURELLA,GP,207142,113255441,4620601172,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),RAGHAVAPUR,GP,207150,113255448,4622600540,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),RAHIMKHANPET,GP,207151,113055702,4620700823,06-09-2022,20-09-2022,1518,496,1518,1022
Package-B,Nalgonda,Yadadri Bhuvanagiri,Mothkur,PATIMATLA,GP,207748,113055648,4601200704,05-09-2022,19-09-2022,1885,924,1885,961
Package-B,Nalgonda,Yadadri Bhuvanagiri,Mothkur,DACHARAM,GP,207733,113777573,4602200894,03-09-2022,17-09-2022,465,0,465,465
Package-B,Nalgonda,Yadadri Bhuvanagiri,Mothkur,PANAKABANDA,GP,207747,113055685,4602800580,05-09-2022,19-09-2022,1289,598,1289,691
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,VANKAMAMIDI,GP,208029,113694069,4541600945,05-09-2022,19-09-2022,1147,0,1147,1147
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,JALALPUR,GP,208016,113073133,4540107590,03-09-2022,17-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Pochampally,MEHARNAGAR,GP,208021,113073169,4541400609,03-09-2022,17-09-2022,658,0,658,658
Package-B,Nalgonda,Yadadri Bhuvanagiri,Motakonduru,CHANDEPALLY,GP,207136,113366046,4622500704,05-09-2022,19-09-2022,1998,598,1998,1400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Motakonduru,CHADA,GP,207134,112927648,4621901565,05-09-2022,19-09-2022,2741,462,2741,2279
Package-B,Nalgonda,Yadadri Bhuvanagiri,Motakonduru,NANCHARIPET,GP,207144,112927650,4622000559,05-09-2022,19-09-2022,2513,0,2513,2513
Package-B,Nalgonda,Yadadri Bhuvanagiri,Motakonduru,KADIRENIGUDEM,GP,281040,112927651,4622300261,04-09-2022,18-09-2022,1052,0,1052,1052
Package-B,Nalgonda,Yadadri Bhuvanagiri,Motakonduru,KATEPALLY,GP,207138,113366043,4621800859,05-09-2022,19-09-2022,530,126,530,404
Package-B,Nalgonda,Yadadri Bhuvanagiri,Motakonduru,KONDAPUR,GP,207140,113064982,4622800260,04-09-2022,18-09-2022,1136,496,1136,640
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,PEDDAPARVATHAPUR,GP,207253,113217502,4530300554,04-09-2022,18-09-2022,2374,976,2374,1398
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,RANGAPUR,GP,207257,113082255,4530200544,05-09-2022,19-09-2022,1038,410,1038,628
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,RAMALINGAMPALLY,GP,207256,113217505,4530400813,03-09-2022,17-09-2022,2071,702,2071,1369
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,JALALPUR,GP,207243,113217506,4530500870,03-09-2022,17-09-2022,1463,582,1463,881
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,THUMUKUNTA,GP,207261,113217509,4530600845,04-09-2022,18-09-2022,1186,530,1186,656
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,MUNIRABAD,GP,281101,113217511,4530700232,03-09-2022,17-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,PYARARAM,GP,207255,113217533,4532000659,06-09-2022,20-09-2022,1246,822,1246,424
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,SOLIPET,GP,207258,113082293,4531900471,03-09-2022,17-09-2022,5656,684,5656,4972
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,KANDLAKUNTA THAND,GP,207245,113082298,4533100376,05-09-2022,19-09-2022,4197,1860,4197,2337
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,MARIYAL,GP,207249,113082281,4531602883,04-09-2022,18-09-2022,1282,856,1282,426
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,NAYKUNITHANDA,GP,281093,113082284,4531602887,04-09-2022,18-09-2022,4857,582,4857,4275
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,MACHANPALLY,GP,207247,113082283,4531602886,04-09-2022,18-09-2022,1285,478,1285,807
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,HAZIPUR,GP,207242,113082270,4531000583,03-09-2022,17-09-2022,2335,1078,2335,1257
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,MYSIREDDYPALLY,GP,281747,112933378,4531500407,03-09-2022,17-09-2022,2859,1322,2859,1537
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,THIRUMALAGIRI,GP,207260,112932676,4531400418,06-09-2022,20-09-2022,2412,616,2412,1796
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,NAGINENIPALLY,GP,207252,112932675,4531300823,05-09-2022,19-09-2022,5313,1232,5313,4081
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,MAILARAM KINDITHANDA,GP,281088,112965211,4531100766,05-09-2022,19-09-2022,1309,598,1309,711
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,MYLARAM,GP,207251,112965197,4531100765,05-09-2022,19-09-2022,1605,838,1605,767
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,MEDIPALLY,GP,207250,112965201,4531201008,03-09-2022,17-09-2022,5033,684,5033,4349
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,FAKEERGUDEM,GP,281070,113020830,4531201013,03-09-2022,17-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Narayanapur,KOTHULAPURAM,GP,281363,113222370,4080900594,04-09-2022,18-09-2022,2650,582,2650,2068
Package-B,Nalgonda,Yadadri Bhuvanagiri,Narayanapur,CHIMIRYALA,GP,207861,113222358,4080300661,05-09-2022,19-09-2022,918,428,918,490
Package-B,Nalgonda,Yadadri Bhuvanagiri,Narayanapur,KANKANALAGUDEM,GP,207865,113222360,4080400638,06-09-2022,20-09-2022,3874,1382,3874,2492
Package-B,Nalgonda,Yadadri Bhuvanagiri,Narayanapur,ALLAMDEVI CHERUVU,GP,281367,113187345,4081002959,05-09-2022,19-09-2022,637,0,637,637
Package-B,Nalgonda,Yadadri Bhuvanagiri,Narayanapur,SARVAIL,GP,207871,113072745,4081002948,04-09-2022,18-09-2022,2424,702,2424,1722
Package-B,Nalgonda,Yadadri Bhuvanagiri,Narayanapur,MALLAREDDY GUDEM,GP,258049,113072744,4081002947,04-09-2022,18-09-2022,1606,0,1606,1606
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,DUBBAKA,GP,208050,113142653,4610300838,03-09-2022,17-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,MUNIPAMULA,GP,208057,113219066,4610901328,04-09-2022,18-09-2022,3387,1146,3387,2241
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,PALLI WADA,GP,208060,113219065,4610800755,04-09-2022,18-09-2022,3075,512,3075,2563
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,SUREPALLY,GP,208066,113475958,4611100431,06-09-2022,20-09-2022,1109,0,1109,1109
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,B.THURKAPALLY,GP,281997,113182396,4611000278,05-09-2022,19-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,KUNKUDUPAMULA,GP,208055,113182393,4610500497,04-09-2022,18-09-2022,2642,582,2642,2060
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,ENNARAM,GP,208069,113182395,4610701142,05-09-2022,19-09-2022,4582,1282,4582,3300
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,KAKKIRENI,GP,208054,113142655,4610601449,05-09-2022,19-09-2022,4696,4170,4696,526
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,UTTATOOR,GP,208067,113142658,4611700634,03-09-2022,17-09-2022,1661,496,1661,1165
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,BOGARAM,GP,208049,113364308,4612200847,03-09-2022,17-09-2022,1950,0,1950,1950
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,KOTHAGUDEM,GP,281345,113364261,4610200908,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,NEERNEMILA,GP,208058,113219062,4610400819,05-09-2022,19-09-2022,2253,462,2253,1791
Package-B,Nalgonda,Yadadri Bhuvanagiri,Ramannapeta,KOMMAIGUDEM,GP,281268,113423661,4612000650,05-09-2022,19-09-2022,2502,512,2502,1990
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,MAILARGUDEM,GP,281059,113027250,4552400852,05-09-2022,19-09-2022,2624,564,2624,2060
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,RAMAJIPET,GP,208243,113179431,4551100519,05-09-2022,19-09-2022,2394,632,2394,1762
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,CHINNAKANDUKUR,GP,208231,113221511,4551301092,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,MARRIGUDEM,GP,281062,113065276,4551601570,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,MASAIPET,GP,208239,113027214,4550901552,05-09-2022,19-09-2022,1700,0,1700,1700
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,GOVERAIPALLY,GP,208234,113027200,4550301456,05-09-2022,19-09-2022,2032,804,2032,1228
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,KAMTAMGUDEM,GP,281055,113065228,4550200854,04-09-2022,18-09-2022,3142,992,3142,2150
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,KACHARAM,GP,208236,113027197,4550100740,03-09-2022,17-09-2022,2263,496,2263,1767
Package-B,Nalgonda,Yadadri Bhuvanagiri,Yadagirigutta,TALLAGUDEM,GP,208246,113221505,4551001008,05-09-2022,19-09-2022,1939,512,1939,1427
Package-B,Nalgonda,Yadadri Bhuvanagiri,Alair,PATELGUDEM,GP,207102,112928884,4560300657,04-09-2022,18-09-2022,1653,702,1653,951
Package-B,Nalgonda,Yadadri Bhuvanagiri,Alair,SRINIVASAPURAM,GP,280995,112929023,4562100432,05-09-2022,19-09-2022,2022,598,2022,1424
Package-B,Nalgonda,Yadadri Bhuvanagiri,Alair,AMMANABOLE,GP,207091,113221430,4561200963,06-09-2022,20-09-2022,2650,856,2650,1794
Package-B,Nalgonda,Yadadri Bhuvanagiri,Alair,SHARBANAPURAM,GP,207105,113419807,4561700197,06-09-2022,20-09-2022,2234,958,2234,1276
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,RAIRAOPET,GP,207232,113256841,4512300536,03-09-2022,17-09-2022,3157,0,3157,3157
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,JAMPALLY,GP,207220,113256818,4510900666,05-09-2022,19-09-2022,2380,410,2380,1970
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,LAXMIDEVIGUDEM,GP,207223,113178662,4511001593,04-09-2022,18-09-2022,3906,684,3906,3222
Package-B,Nalgonda,Yadadri Bhuvanagiri,BIBINAGAR,PALLEGUDEM,GP,207229,113022451,4512700034,03-09-2022,17-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,Choutuppal,DHOTHIGUDEM,GP,208012,113491047,4122100075,05-09-2022,19-09-2022,175,0,175,175
Package-B,Nalgonda,Yadadri Bhuvanagiri,Choutuppal,CHINTHALAGUDEM,GP,281230,113491046,4122002940,03-09-2022,17-09-2022,1743,0,1743,1743
Package-B,Nalgonda,Yadadri Bhuvanagiri,Choutuppal,DHARMOJIGUDEM,GP,207371,113537416,4122800626,02-09-2022,16-09-2022,400,0,400,400
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,VALIGONDA,GP,208210,113219100,4590204112,03-09-2022,17-09-2022,1298,872,1298,426
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,SUNKISHALA,GP,208204,113409178,4591200734,03-09-2022,17-09-2022,641,0,641,641
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,AKKAMPALLY,GP,281231,113219112,4591700199,05-09-2022,19-09-2022,2493,702,2493,1791
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,REDLA REPAKA,GP,208202,113219120,4592901185,03-09-2022,17-09-2022,800,0,800,800
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,GOKARAM,GP,208185,113257429,4591801363,03-09-2022,17-09-2022,2331,890,2331,1441
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,VARKETPALLY,GP,208206,113257434,4592000868,06-09-2022,20-09-2022,1177,394,1177,783
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,PRODDUTUR,GP,208200,113219104,4591000611,06-09-2022,20-09-2022,490,0,490,490
Package-B,Nalgonda,Yadadri Bhuvanagiri,VALIGONDA,EDULLAGUDEM,GP,208184,113219105,4591100910,05-09-2022,19-09-2022,2262,512,2262,1750
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,WADAPARTHY,GP,207208,113635684,4500200995,06-09-2022,20-09-2022,1216,0,1216,1216
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,JANGAMPALLY,GP,208235,113525387,4551700432,04-09-2022,18-09-2022,490,0,490,490
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,DATHARPALLY,GP,208233,113420670,4550500919,06-09-2022,20-09-2022,2379,0,2379,2379
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,MUTHIREDDIGUDEM,GP,207193,113432546,4503000867,06-09-2022,20-09-2022,2823,0,2823,2823
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,GANGASANIPALLY,GP,207186,113432544,4502900321,04-09-2022,18-09-2022,651,0,651,651
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,THUKKAPUR,GP,207205,113772952,4501201305,04-09-2022,18-09-2022,1476,0,1476,1476
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,SUREPALLY,GP,207203,113226129,4502600989,04-09-2022,18-09-2022,3558,0,3558,3558
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,WADAIGUDEM,GP,207207,113004041,4503200497,06-09-2022,20-09-2022,2968,890,2968,2078
Package-B,Nalgonda,Yadadri Bhuvanagiri,BHONGIRI,CHANDUPATLA,GP,207184,113690276,4501901304,05-09-2022,19-09-2022,1326,0,1326,1326
Package-B,Nalgonda,Suryapet,Munagala,Venkatramapuram,GP,207767,113697249,4270400346,04-09-2022,18-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Chinthapally,Chinthapally,Mandal,5323,113086807,4601402522,06-09-2022,20-09-2022,40592,15950,40592,24642
Package-B,Nalgonda,Nalgonda,Munugode,Munugode,Mandal,5347,112897095,701405228,02-09-2022,16-09-2022,35544,8916,35544,26628
Package-B,Nalgonda,Nalgonda,Nampally,Nampally,Mandal,5351,113084843,4307402023,06-09-2022,20-09-2022,26789,11570,26789,15219
Package-B,Nalgonda,Nalgonda,Vemulapally,Vemulapally,Mandal,5370,113115030,4340102528,06-09-2022,20-09-2022,37425,5484,37425,31941
Package-B,Nalgonda,Suryapet,Kodad,Kodad,Mandal,5338,113076963,4240135415,06-09-2022,20-09-2022,35008,17908,35008,17100
Package-B,Nalgonda,Suryapet,Mellachervu,Mellachervu,Mandal,5342,113077122,4260106453,05-09-2022,19-09-2022,23655,11074,23655,12581
Package-B,Nalgonda,Yadadri Bhuvanagiri,Atmakur(M),Atmakur(M),Mandal,5315,113145616,6211402907,05-09-2022,19-09-2022,18709,4696,18709,14013
Package-B,Nalgonda,Yadadri Bhuvanagiri,Bommalaramaram,Bommalaramaram,Mandal,5319,113183065,4530101940,05-09-2022,19-09-2022,35946,12710,35946,23236
Package-B,Nalgonda,Nalgonda,Adavidevulapally,Adavidevulapally,Mandal,7287,113414991,4350902873,06-09-2022,20-09-2022,33289,12998,33289,20291
Package-B,Nalgonda,Nalgonda,Anumula Haliya,Anumula Haliya,Mandal,5314,113199551,3801407808,06-09-2022,20-09-2022,31691,8063,31691,23628
Package-B,Nalgonda,Nalgonda,Chandampet,Chandampet,Mandal,5320,113356543,4470100789,05-09-2022,19-09-2022,17346,4018,17346,13328
Package-B,Nalgonda,Nalgonda,Miryalaguda,Miryalaguda,Mandal,5343,113333780,4320149901,03-09-2022,17-09-2022,48179,11316,48179,36863
Package-B,Nalgonda,Nalgonda,TIRUMALAGIRISAGAR,TIRUMALAGIRISAGAR,Mandal,7223,113361954,4380901185,03-09-2022,17-09-2022,22240,8330,22240,13910
Package-B,Nalgonda,Suryapet,ANANTHAGIRI,ANANTHAGIRI,Mandal,7226,113116090,4250901210,06-09-2022,20-09-2022,39590,14436,39590,25154
Package-B,Nalgonda,Suryapet,Munagala,TADVAI,GP,207765,113075650,4271001142,05-09-2022,19-09-2022,2067,1060,2067,1007
Package-B,Nalgonda,Nalgonda,Vemulapally,JETHYA THANDA,GP,280938,113308259,4322200286,06-09-2022,20-09-2022,1700,0,1700,1700
Package-B,Nalgonda,Nalgonda,Devarakonda,TATIKOLE,GP,207433,113017792,4421901866,10-09-2022,24-09-2022,3406,976,3406,2430
Package-B,Nalgonda,Nalgonda,Devarakonda,MANGALONIBAVI,GP,279545,113017794,4423400068,11-09-2022,25-09-2022,3041,786,3041,2255
Package-B,Nalgonda,Nalgonda,Devarakonda,KATTAKOMMU THANDA,GP,279554,113410882,4420901564,10-09-2022,24-09-2022,1471,0,1471,1471
Package-B,Nalgonda,Nalgonda,Devarakonda,GANYA NAYAK THANDA,GP,279603,113467025,4422001404,06-09-2022,20-09-2022,1057,0,1057,1057
Package-B,Nalgonda,Nalgonda,Devarakonda,RATHYA THANDA,GP,279530,113410701,4421500635,08-09-2022,22-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Devarakonda,KAMEPALLY,GP,207423,113359749,4491900575,10-09-2022,24-09-2022,1580,0,1580,1580
Package-B,Nalgonda,Nalgonda,Devarakonda,PATHLAVATH THANDA (P),GP,279638,113304756,4421800553,11-09-2022,25-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Devarakonda,YELLAREDDIBAVI,GP,279634,113304753,4420700281,07-09-2022,21-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Devarakonda,YERRAGUNTAPALLY,GP,279789,113359746,4490800466,09-09-2022,23-09-2022,400,0,400,400
Package-B,Nalgonda,Nalgonda,Devarakonda,IDDAMPALLY,GP,207422,113563724,4422800768,10-09-2022,24-09-2022,1365,0,1365,1365
Package-B,Nalgonda,Nalgonda,Devarakonda,GOTTIMUKKALA,GP,207420,113563723,4422300687,08-09-2022,22-09-2022,1365,0,1365,1365
Package-B,Nalgonda,Suryapet,Huzur Nagar,VEPALASINGARAM,GP,207517,113036435,4291402413,07-09-2022,21-09-2022,3215,1620,3215,1595
Package-B,Nalgonda,Suryapet,Huzur Nagar,KACHAVARIGUDEM,GP,207441,113036471,4332200588,10-09-2022,24-09-2022,714,0,714,714
